"Station","TTArrTime","ArrFlag","Loop","TTDepTime","DepFlag","Secn","TTHaltTime","MinHaltTime","TTRunTime","MinRunTime","TrainID","Priority"
"Echo",2016-04-17 20:54:00,"P",0,2016-04-17 20:59:00,"P",0,5,5,18,15,20076,2
"Foxtrot",2016-04-17 21:17:00,"P",0,2016-04-17 21:22:00,"P",0,5,5,18,15,20076,2
"Golf",2016-04-17 21:40:00,"P",0,2016-04-17 21:45:00,"P",0,5,5,18,15,20076,2
"Hotel",2016-04-17 22:03:00,"P",0,2016-04-17 22:08:00,"P",0,5,5,18,15,20076,2
"India",2016-04-17 22:26:00,"P",0,2016-04-17 22:31:00,"P",0,5,5,18,15,20076,2
"Juliet",2016-04-17 22:49:00,"P",0,2016-04-17 22:54:00,"P",0,5,5,18,15,20076,2
"Kilo",2016-04-17 23:12:00,"P",0,2016-04-17 23:17:00,"P",0,5,5,0,0,20076,2
"Kilo",2016-04-17 12:10:00,"P",0,2016-04-17 12:15:00,"P",0,5,5,18,15,20077,2
"Juliet",2016-04-17 12:33:00,"P",0,2016-04-17 12:38:00,"P",0,5,5,18,15,20077,2
"India",2016-04-17 12:56:00,"P",0,2016-04-17 13:01:00,"P",0,5,5,18,15,20077,2
"Hotel",2016-04-17 13:19:00,"P",0,2016-04-17 13:24:00,"P",0,5,5,18,15,20077,2
"Golf",2016-04-17 13:42:00,"P",0,2016-04-17 13:47:00,"P",0,5,5,18,15,20077,2
"Foxtrot",2016-04-17 14:05:00,"P",0,2016-04-17 14:10:00,"P",0,5,5,18,15,20077,2
"Echo",2016-04-17 14:28:00,"P",0,2016-04-17 14:33:00,"P",0,5,5,18,15,20077,2
"Delta",2016-04-17 14:51:00,"P",0,2016-04-17 14:56:00,"P",0,5,5,18,15,20077,2
"Charlie",2016-04-17 15:14:00,"P",0,2016-04-17 15:19:00,"P",0,5,5,18,15,20077,2
"Bravo",2016-04-17 15:37:00,"P",0,2016-04-17 15:42:00,"P",0,5,5,18,15,20077,2
"Alpha",2016-04-17 16:00:00,"P",0,2016-04-17 16:05:00,"P",0,5,5,0,0,20077,2
"Alpha",2016-04-17 05:56:00,"P",0,2016-04-17 06:01:00,"P",0,5,5,18,15,20078,2
"Bravo",2016-04-17 06:19:00,"P",0,2016-04-17 06:24:00,"P",0,5,5,18,15,20078,2
"Charlie",2016-04-17 06:42:00,"P",0,2016-04-17 06:47:00,"P",0,5,5,18,15,20078,2
"Delta",2016-04-17 07:05:00,"P",0,2016-04-17 07:10:00,"P",0,5,5,18,15,20078,2
"Echo",2016-04-17 07:28:00,"P",0,2016-04-17 07:33:00,"P",0,5,5,18,15,20078,2
"Foxtrot",2016-04-17 07:51:00,"P",0,2016-04-17 07:56:00,"P",0,5,5,18,15,20078,2
"Golf",2016-04-17 08:14:00,"P",0,2016-04-17 08:19:00,"P",0,5,5,18,15,20078,2
"Hotel",2016-04-17 08:37:00,"P",0,2016-04-17 08:42:00,"P",0,5,5,18,15,20078,2
"India",2016-04-17 09:00:00,"P",0,2016-04-17 09:05:00,"P",0,5,5,18,15,20078,2
"Juliet",2016-04-17 09:23:00,"P",0,2016-04-17 09:28:00,"P",0,5,5,18,15,20078,2
"Kilo",2016-04-17 09:46:00,"P",0,2016-04-17 09:51:00,"P",0,5,5,0,0,20078,2
"Kilo",2016-04-17 19:37:00,"P",0,2016-04-17 19:42:00,"P",0,5,5,18,15,20079,2
"Juliet",2016-04-17 20:00:00,"P",0,2016-04-17 20:05:00,"P",0,5,5,18,15,20079,2
"India",2016-04-17 20:23:00,"P",0,2016-04-17 20:28:00,"P",0,5,5,18,15,20079,2
"Hotel",2016-04-17 20:46:00,"P",0,2016-04-17 20:51:00,"P",0,5,5,18,15,20079,2
"Golf",2016-04-17 21:09:00,"P",0,2016-04-17 21:14:00,"P",0,5,5,18,15,20079,2
"Foxtrot",2016-04-17 21:32:00,"P",0,2016-04-17 21:37:00,"P",0,5,5,18,15,20079,2
"Echo",2016-04-17 21:55:00,"P",0,2016-04-17 22:00:00,"P",0,5,5,18,15,20079,2
"Delta",2016-04-17 22:18:00,"P",0,2016-04-17 22:23:00,"P",0,5,5,18,15,20079,2
"Charlie",2016-04-17 22:41:00,"P",0,2016-04-17 22:46:00,"P",0,5,5,18,15,20079,2
"Bravo",2016-04-17 23:04:00,"P",0,2016-04-17 23:09:00,"P",0,5,5,18,15,20079,2
"Alpha",2016-04-17 23:27:00,"P",0,2016-04-17 23:32:00,"P",0,5,5,0,0,20079,2
"Alpha",2016-04-16 23:10:00,"P",0,2016-04-16 23:15:00,"P",0,5,5,18,15,20080,2
"Bravo",2016-04-16 23:33:00,"P",0,2016-04-16 23:38:00,"P",0,5,5,18,15,20080,2
"Charlie",2016-04-16 23:56:00,"P",0,2016-04-17 00:01:00,"P",0,5,5,18,15,20080,2
"Delta",2016-04-17 00:19:00,"P",0,2016-04-17 00:24:00,"P",0,5,5,18,15,20080,2
"Echo",2016-04-17 00:42:00,"P",0,2016-04-17 00:47:00,"P",0,5,5,18,15,20080,2
"Foxtrot",2016-04-17 01:05:00,"P",0,2016-04-17 01:10:00,"P",0,5,5,18,15,20080,2
"Golf",2016-04-17 01:28:00,"P",0,2016-04-17 01:33:00,"P",0,5,5,18,15,20080,2
"Hotel",2016-04-17 01:51:00,"P",0,2016-04-17 01:56:00,"P",0,5,5,18,15,20080,2
"India",2016-04-17 02:14:00,"P",0,2016-04-17 02:19:00,"P",0,5,5,18,15,20080,2
"Juliet",2016-04-17 02:37:00,"P",0,2016-04-17 02:42:00,"P",0,5,5,18,15,20080,2
"Kilo",2016-04-17 03:00:00,"P",0,2016-04-17 03:05:00,"P",0,5,5,0,0,20080,2
